date,number,population,real_gdp,gdp_per_head,population_million,real_gdp_million
1270,1000000,4.364903153,16.59758284,3.802508843,4364903.153,16597582.84
1271,1000000,4.37175053,18.09287608,4.13858841,4371750.53,18092876.08
1272,1000000,4.378608649,18.06960552,4.126791629,4378608.649,18069605.52
1273,1000000,4.385477527,17.06314852,3.890830227,4385477.527,17063148.52
1274,1000000,4.39235718,18.17501699,4.137873185,4392357.18,18175016.99
1275,1000000,4.399247626,18.54839426,4.216265106,4399247.626,18548394.26
1276,1000000,4.406148881,17.11008041,3.883227932,4406148.881,17110080.41
1277,1000000,4.413060962,18.95039986,4.294162267,4413060.962,18950399.86
1278,1000000,4.419983886,17.50464427,3.960341195,4419983.886,17504644.27
1279,1000000,4.426917671,16.59214212,3.748012353,4426917.671,16592142.12
1280,1000000,4.455484393,17.62680988,3.956205056,4455484.393,17626809.88
1281,1000000,4.484235455,16.64416238,3.711705718,4484235.455,16644162.38
1282,1000000,4.513172047,18.32704589,4.060790438,4513172.047,18327045.89
1283,1000000,4.542295366,18.34095502,4.037816465,4542295.366,18340955.02
1284,1000000,4.571606616,17.82897262,3.899935868,4571606.616,17828972.62
1285,1000000,4.60110701,15.34153565,3.334314029,4601107.01,15341535.65
1286,1000000,4.630797769,16.46055939,3.554583942,4630797.769,16460559.39
1287,1000000,4.660680122,16.03633882,3.440772247,4660680.122,16036338.82
1288,1000000,4.690755304,14.15815238,3.01830973,4690755.304,14158152.38
1289,1000000,4.72102456,15.0467652,3.187182149,4721024.56,15046765.2
1290,1000000,4.751489143,15.51096124,3.26444211,4751489.143,15510961.24
1291,1000000,4.748977115,17.33149889,3.649522511,4748977.115,17331498.89
1292,1000000,4.746466416,16.97410045,3.576155177,4746466.416,16974100.45
1293,1000000,4.743957044,16.6752646,3.515053877,4743957.044,16675264.6
1294,1000000,4.741448999,18.6387641,3.931027014,4741448.999,18638764.1
1295,1000000,4.73894228,19.40232541,4.094231215,4738942.28,19402325.41
1296,1000000,4.736436886,19.20306572,4.054327374,4736436.886,19203065.72
1297,1000000,4.733932816,15.99819466,3.379472266,4733932.816,15998194.66
1298,1000000,4.73143007,18.26388451,3.860119296,4731430.07,18263884.51
1299,1000000,4.728928648,19.24880677,4.070437133,4728928.648,19248806.77
1300,1000000,4.726428548,19.3490164,4.093792215,4726428.548,19349016.4
1301,1000000,4.72392977,18.5508612,3.92699767,4723929.77,18550861.2
1302,1000000,4.721432313,18.43022226,3.903523559,4721432.313,18430222.26
1303,1000000,4.718936176,17.6513731,3.740540757,4718936.176,17651373.1
1304,1000000,4.716441359,17.8380217,3.782093392,4716441.359,17838021.7
1305,1000000,4.71394786,19.11615676,4.055232965,4713947.86,19116156.76
1306,1000000,4.711455681,18.93212367,4.018317258,4711455.681,18932123.67
1307,1000000,4.708964818,18.7431833,3.980319247,4708964.818,18743183.3
1308,1000000,4.706475273,19.38807788,4.119447518,4706475.273,19388077.88
1309,1000000,4.703987043,21.48411725,4.567214377,4703987.043,21484117.25
1310,1000000,4.70150013,22.27734385,4.738348024,4701500.13,22277343.85
1311,1000000,4.699014531,21.91138421,4.662974346,4699014.531,21911384.21
1312,1000000,4.696530246,19.41001437,4.132841343,4696530.246,19410014.37
1313,1000000,4.694047274,19.60899854,4.177418205,4694047.274,19608998.54
1314,1000000,4.691565615,20.72656211,4.417834858,4691565.615,20726562.11
1315,1000000,4.689085268,21.82263635,4.653921843,4689085.268,21822636.35
1316,1000000,4.628291969,30.67720624,6.628191662,4628291.969,30677206.24
1317,1000000,4.568286846,29.48275093,6.453787146,4568286.846,29482750.93
1318,1000000,4.509059681,22.26792479,4.938485264,4509059.681,22267924.79
1319,1000000,4.450600387,18.58276494,4.175338903,4450600.387,18582764.94
1320,1000000,4.392899009,20.55338434,4.678774609,4392899.009,20553384.34
1321,1000000,4.335945721,21.09499872,4.865143633,4335945.721,21094998.72
1322,1000000,4.279730824,26.30357204,6.146080938,4279730.824,26303572.04
1323,1000000,4.224244745,23.16866486,5.484688093,4224244.745,23168664.86
1324,1000000,4.169478035,21.2160118,5.088409538,4169478.035,21216011.8
1325,1000000,4.115421367,24.12010887,5.860908693,4115421.367,24120108.87
1326,1000000,4.143572347,21.55577376,5.202219716,4143572.347,21555773.76
1327,1000000,4.171915891,17.23958506,4.132294493,4171915.891,17239585.06
1328,1000000,4.200453314,18.32322218,4.362201126,4200453.314,18323222.18
1329,1000000,4.229185944,19.40263458,4.587794161,4229185.944,19402634.58
1330,1000000,4.258115116,20.32010619,4.772089442,4258115.116,20320106.19
1331,1000000,4.287242174,22.02757918,5.137936763,4287242.174,22027579.18
1332,1000000,4.316568471,22.19743002,5.14237876,4316568.471,22197430.02
1333,1000000,4.346095371,18.49828512,4.25629986,4346095.371,18498285.12
1334,1000000,4.375824245,17.46917112,3.992201273,4375824.245,17469171.12
1335,1000000,4.405756476,17.41342859,3.952426486,4405756.476,17413428.59
1336,1000000,4.435893455,18.12145305,4.085186723,4435893.455,18121453.05
1337,1000000,4.466236581,16.69027458,3.736988463,4466236.581,16690274.58
1338,1000000,4.496787265,16.4530334,3.658841841,4496787.265,16453033.4
1339,1000000,4.527546927,15.12332662,3.340291522,4527546.927,15123326.62
1340,1000000,4.558516997,18.74311977,4.111670481,4558516.997,18743119.77
1341,1000000,4.589698913,17.42647345,3.796866371,4589698.913,17426473.45
1342,1000000,4.621094124,16.82692069,3.641328273,4621094.124,16826920.69
1343,1000000,4.65270409,16.5043711,3.547264297,4652704.09,16504371.1
1344,1000000,4.68453028,18.3079149,3.908164492,4684530.28,18307914.9
1345,1000000,4.716574173,17.29772719,3.667434573,4716574.173,17297727.19
1346,1000000,4.748837257,17.3648225,3.656647209,4748837.257,17364822.5
1347,1000000,4.781321033,19.20252941,4.016155635,4781321.033,19202529.41
1348,1000000,4.81402701,19.21281227,3.99100633,4814027.01,19212812.27
1349,1000000,3.92210118,16.19722222,4.129730846,3922101.18,16197222.22
1350,1000000,3.1954282,19.49806618,6.101863337,3195428.2,19498066.18
1351,1000000,2.60339061,22.78180668,8.75082156,2603390.61,22781806.68
1352,1000000,2.599336092,24.62911326,9.475155345,2599336.092,24629113.26
1353,1000000,2.595287888,21.64902744,8.341667044,2595287.888,21649027.44
1354,1000000,2.591245988,21.22371397,8.190543881,2591245.988,21223713.97
1355,1000000,2.587210384,20.8080127,8.042644242,2587210.384,20808012.7
1356,1000000,2.583181064,21.89917188,8.477598488,2583181.064,21899171.88
1357,1000000,2.57915802,23.02576954,8.927630399,2579158.02,23025769.54
1358,1000000,2.575141241,22.28501935,8.653901773,2575141.241,22285019.35
1359,1000000,2.571130718,22.10969218,8.599209687,2571130.718,22109692.18
1360,1000000,2.567126441,22.61437323,8.809216746,2567126.441,22614373.23
1361,1000000,2.5631284,23.09691397,9.011220025,2563128.4,23096913.97
1362,1000000,2.559136586,22.46911388,8.779958836,2559136.586,22469113.88
1363,1000000,2.555150989,24.1571538,9.454296011,2555150.989,24157153.8
1364,1000000,2.551171599,24.77953782,9.713003169,2551171.599,24779537.82
1365,1000000,2.547198406,23.75010894,9.324012172,2547198.406,23750108.94
1366,1000000,2.543231401,22.53060466,8.859046272,2543231.401,22530604.66
1367,1000000,2.539270574,23.73155753,9.345816776,2539270.574,23731557.53
1368,1000000,2.535315916,23.24868046,9.169934332,2535315.916,23248680.46
1369,1000000,2.531367417,24.09996855,9.520533599,2531367.417,24099968.55
1370,1000000,2.527425068,33.1091457,13.09995146,2527425.068,33109145.7
1371,1000000,2.523488858,24.40200075,9.669945909,2523488.858,24402000.75
1372,1000000,2.519558778,23.37333365,9.276756651,2519558.778,23373333.65
1373,1000000,2.515634819,24.98157226,9.930524125,2515634.819,24981572.26
1374,1000000,2.511716971,22.05697126,8.781630859,2511716.971,22056971.26
1375,1000000,2.507805225,24.37850674,9.721052695,2507805.225,24378506.74
1376,1000000,2.503899571,24.37937715,9.73656349,2503899.571,24379377.15
1377,1000000,2.5,21.80179844,8.720719375,2500000,21801798.44
1378,1000000,2.480214237,20.30182291,8.185511805,2480214.237,20301822.91
1379,1000000,2.460585064,21.29402765,8.654050599,2460585.064,21294027.65
1380,1000000,2.441111242,21.07688615,8.634135872,2441111.242,21076886.15
1381,1000000,2.421791543,21.31836596,8.802725414,2421791.543,21318365.96
1382,1000000,2.402624745,20.52557394,8.5429795,2402624.745,20525573.94
1383,1000000,2.383609639,20.45872144,8.583083868,2383609.639,20458721.44
1384,1000000,2.364745025,21.62185396,9.143418736,2364745.025,21621853.96
1385,1000000,2.34602971,20.56776181,8.767050869,2346029.71,20567761.81
1386,1000000,2.327462515,20.16832264,8.66536948,2327462.515,20168322.64
1387,1000000,2.309042266,19.09671,8.270402965,2309042.266,19096710
1388,1000000,2.2907678,17.63395905,7.697837837,2290767.8,17633959.05
1389,1000000,2.272637965,17.81572895,7.839228783,2272637.965,17815728.95
1390,1000000,2.254651614,20.88312084,9.262238438,2254651.614,20883120.84
1391,1000000,2.236807613,23.13689867,10.3437142,2236807.613,23136898.67
1392,1000000,2.219104834,19.60649232,8.835315945,2219104.834,19606492.32
1393,1000000,2.201542161,18.64235685,8.467862748,2201542.161,18642356.85
1394,1000000,2.184118484,18.73472013,8.57770321,2184118.484,18734720.13
1395,1000000,2.166832703,19.52118718,9.00908831,2166832.703,19521187.18
1396,1000000,2.149683728,19.08633743,8.87867233,2149683.728,19086337.43
1397,1000000,2.132670474,20.45294609,9.59029833,2132670.474,20452946.09
1398,1000000,2.115791869,21.66562945,10.23996253,2115791.869,21665629.45
1399,1000000,2.099046846,21.04181631,10.02446246,2099046.846,21041816.31
1400,1000000,2.082434349,21.78283272,10.46027345,2082434.349,21782832.72
1401,1000000,2.080298342,23.09101868,11.09985919,2080298.342,23091018.68
1402,1000000,2.078164527,23.1193949,11.12491075,2078164.527,23119394.9
1403,1000000,2.076032901,24.340453,11.72450253,2076032.901,24340453
1404,1000000,2.073903461,21.46801003,10.35149921,2073903.461,21468010.03
1405,1000000,2.071776205,21.69327096,10.47085631,2071776.205,21693270.96
1406,1000000,2.069651131,21.51399184,10.3949847,2069651.131,21513991.84
1407,1000000,2.067528237,20.43791959,9.8851949,2067528.237,20437919.59
1408,1000000,2.065407521,22.05318205,10.6773999,2065407.521,22053182.05
1409,1000000,2.06328898,24.74674086,11.99383174,2063288.98,24746740.86
1410,1000000,2.061172611,25.00205917,12.13001717,2061172.611,25002059.17
1411,1000000,2.059058414,24.12878623,11.71835926,2059058.414,24128786.23
1412,1000000,2.056946385,20.91839249,10.16963429,2056946.385,20918392.49
1413,1000000,2.054836523,21.57318747,10.49873663,2054836.523,21573187.47
1414,1000000,2.052728824,20.9186511,10.19065492,2052728.824,20918651.1
1415,1000000,2.050623288,22.216496,10.83402112,2050623.288,22216496
1416,1000000,2.048519911,22.70980367,11.08595701,2048519.911,22709803.67
1417,1000000,2.046418692,23.53076411,11.49850918,2046418.692,23530764.11
1418,1000000,2.044319628,21.57939231,10.55578199,2044319.628,21579392.31
1419,1000000,2.042222717,22.65346751,11.09255485,2042222.717,22653467.51
1420,1000000,2.040127957,21.10861915,10.34671334,2040127.957,21108619.15
1421,1000000,2.038035346,23.07499144,11.32217431,2038035.346,23074991.44
1422,1000000,2.035944881,20.70942924,10.17190074,2035944.881,20709429.24
1423,1000000,2.03385656,21.11915793,10.38379911,2033856.56,21119157.93
1424,1000000,2.031770382,21.50626032,10.58498564,2031770.382,21506260.32
1425,1000000,2.029686343,21.16570618,10.4280675,2029686.343,21165706.18
1426,1000000,2.027604442,24.18829776,11.92949535,2027604.442,24188297.76
1427,1000000,2.025524676,23.27507342,11.49088614,2025524.676,23275073.42
1428,1000000,2.023447044,24.16913326,11.94453462,2023447.044,24169133.26
1429,1000000,2.021371542,27.14936807,13.43116171,2021371.542,27149368.07
1430,1000000,2.01929817,26.35789046,13.05299576,2019298.17,26357890.46
1431,1000000,2.01337393,20.12907868,9.997685167,2013373.93,20129078.68
1432,1000000,2.007467071,21.3298655,10.62526295,2007467.071,21329865.5
1433,1000000,2.001577542,23.56126107,11.77134564,2001577.542,23561261.07
1434,1000000,1.995705291,22.06663801,11.05706244,1995705.291,22066638.01
1435,1000000,1.989850268,20.93869966,10.52275138,1989850.268,20938699.66
1436,1000000,1.984012423,20.75159536,10.45940797,1984012.423,20751595.36
1437,1000000,1.978191705,20.62507316,10.42622568,1978191.705,20625073.16
1438,1000000,1.972388064,25.47441579,12.91551914,1972388.064,25474415.79
1439,1000000,1.96660145,28.36998907,14.42589655,1966601.45,28369989.07
1440,1000000,1.960831813,23.11154741,11.78660366,1960831.813,23111547.41
1441,1000000,1.955079102,18.92736411,9.681124459,1955079.102,18927364.11
1442,1000000,1.949343269,19.76033512,10.13691915,1949343.269,19760335.12
1443,1000000,1.943624264,19.53516889,10.05089782,1943624.264,19535168.89
1444,1000000,1.937922037,18.93471801,9.770629391,1937922.037,18934718.01
1445,1000000,1.93223654,19.01062392,9.838662879,1932236.54,19010623.92
1446,1000000,1.926567722,20.63499648,10.71075584,1926567.722,20634996.48
1447,1000000,1.920915536,22.43404126,11.67882754,1920915.536,22434041.26
1448,1000000,1.915279933,21.75140662,11.35677675,1915279.933,21751406.62
1449,1000000,1.909660863,21.56610761,11.29316102,1909660.863,21566107.61
1450,1000000,1.904058278,20.30818334,10.66573622,1904058.278,20308183.34
1451,1000000,1.909631234,19.62773434,10.27828514,1909631.234,19627734.34
1452,1000000,1.915220502,19.67697133,10.27399785,1915220.502,19676971.33
1453,1000000,1.920826128,19.5720472,10.18939034,1920826.128,19572047.2
1454,1000000,1.926448162,19.63613064,10.1929193,1926448.162,19636130.64
1455,1000000,1.93208665,18.88140717,9.77254678,1932086.65,18881407.17
1456,1000000,1.937741642,20.76363722,10.71537958,1937741.642,20763637.22
1457,1000000,1.943413185,19.34811682,9.955740223,1943413.185,19348116.82
1458,1000000,1.949101328,20.43107627,10.48230586,1949101.328,20431076.27
1459,1000000,1.95480612,20.30082392,10.38508306,1954806.12,20300823.92
1460,1000000,1.960527609,21.08249022,10.75347785,1960527.609,21082490.22
1461,1000000,1.966265844,21.47300017,10.92070039,1966265.844,21473000.17
1462,1000000,1.972020875,22.53779076,11.428779,1972020.875,22537790.76
